user_id,feature,used_at
740,Auto Save,2025-03-13
644,Auto Save,2024-12-18
942,Overdraft Alerts,2024-09-09
631,Overdraft Alerts,2024-09-23
881,Auto Save,2025-04-13
89,Get Paid Early,2024-10-08
144,Get Paid Early,2025-07-15
604,Overdraft Alerts,2025-06-11
360,Overdraft Alerts,2024-09-02
323,Auto Save,2025-06-26
254,Round Up,2025-07-18
661,Get Paid Early,2025-02-23
255,Round Up,2025-03-04
798,Get Paid Early,2024-10-30
869,Round Up,2025-04-22
211,Auto Save,2024-11-25
766,Overdraft Alerts,2024-11-13
303,Get Paid Early,2025-04-05
803,Auto Save,2024-10-04
507,Overdraft Alerts,2024-09-16
116,Auto Save,2025-01-26
512,Get Paid Early,2024-10-13
541,Get Paid Early,2024-09-25
370,Round Up,2024-11-02
136,Overdraft Alerts,2024-11-09
882,Overdraft Alerts,2025-02-21
375,Auto Save,2024-12-10
782,Overdraft Alerts,2025-02-08
978,Get Paid Early,2025-06-25
18,Get Paid Early,2024-10-29
15,Round Up,2025-02-17
221,Get Paid Early,2024-12-15
945,Get Paid Early,2025-08-01
972,Overdraft Alerts,2024-10-05
519,Round Up,2024-08-09
644,Overdraft Alerts,2024-11-30
434,Overdraft Alerts,2025-02-20
85,Auto Save,2025-08-01
285,Get Paid Early,2025-02-08
318,Get Paid Early,2025-01-01
524,Auto Save,2025-03-08
998,Auto Save,2025-01-03
550,Round Up,2024-09-01
401,Get Paid Early,2025-06-05
318,Overdraft Alerts,2025-02-05
748,Auto Save,2025-01-10
60,Auto Save,2025-04-08
89,Overdraft Alerts,2025-05-05
119,Overdraft Alerts,2025-04-11
627,Get Paid Early,2025-07-22
317,Auto Save,2024-09-10
123,Get Paid Early,2024-09-26
725,Auto Save,2025-05-19
719,Get Paid Early,2025-06-01
168,Overdraft Alerts,2025-01-10
976,Round Up,2024-09-16
536,Round Up,2025-03-25
171,Round Up,2024-11-16
130,Round Up,2025-07-03
751,Get Paid Early,2024-10-21
790,Get Paid Early,2024-11-16
344,Overdraft Alerts,2025-04-15
279,Get Paid Early,2024-09-09
270,Get Paid Early,2025-06-05
509,Overdraft Alerts,2024-09-15
524,Round Up,2024-08-14
57,Overdraft Alerts,2025-05-10
880,Auto Save,2024-09-18
377,Auto Save,2025-02-06
262,Get Paid Early,2025-03-25
916,Get Paid Early,2025-01-15
234,Get Paid Early,2024-08-31
46,Get Paid Early,2025-06-27
251,Get Paid Early,2024-09-19
484,Round Up,2024-09-30
393,Auto Save,2025-07-24
184,Get Paid Early,2024-09-03
567,Overdraft Alerts,2025-01-24
230,Round Up,2025-05-01
255,Overdraft Alerts,2025-06-09
938,Round Up,2024-11-27
278,Get Paid Early,2024-12-15
586,Round Up,2025-04-12
123,Get Paid Early,2025-01-18
184,Auto Save,2025-05-10
824,Get Paid Early,2024-09-15
977,Overdraft Alerts,2025-02-25
71,Overdraft Alerts,2024-09-08
887,Round Up,2024-09-14
793,Round Up,2024-08-26
336,Get Paid Early,2025-06-27
567,Overdraft Alerts,2025-05-21
9,Round Up,2024-12-08
206,Round Up,2025-01-03
578,Round Up,2024-08-19
758,Auto Save,2025-06-10
476,Round Up,2025-06-02
606,Overdraft Alerts,2025-03-17
792,Auto Save,2024-12-17
751,Auto Save,2025-01-02
155,Get Paid Early,2025-07-26
955,Overdraft Alerts,2025-02-02
25,Auto Save,2025-04-26
555,Round Up,2025-04-25
652,Get Paid Early,2025-04-07
974,Round Up,2025-01-09
2,Overdraft Alerts,2025-03-19
870,Round Up,2025-07-04
107,Auto Save,2025-06-23
543,Auto Save,2024-08-29
430,Overdraft Alerts,2024-12-19
985,Get Paid Early,2024-08-28
996,Auto Save,2024-12-10
729,Round Up,2025-06-10
96,Get Paid Early,2025-06-08
944,Auto Save,2025-06-13
919,Overdraft Alerts,2025-06-07
718,Round Up,2025-08-01
470,Get Paid Early,2024-11-29
595,Get Paid Early,2025-05-25
518,Auto Save,2025-05-17
653,Overdraft Alerts,2024-10-01
77,Get Paid Early,2025-02-21
446,Auto Save,2025-02-10
243,Round Up,2025-05-19
268,Round Up,2025-06-18
949,Overdraft Alerts,2025-07-06
718,Round Up,2025-03-21
326,Overdraft Alerts,2025-03-07
279,Auto Save,2024-12-09
77,Auto Save,2025-05-20
140,Get Paid Early,2024-10-11
160,Get Paid Early,2025-03-03
169,Overdraft Alerts,2024-12-21
478,Round Up,2024-10-20
417,Get Paid Early,2025-04-09
549,Round Up,2025-01-14
988,Auto Save,2024-12-05
463,Round Up,2025-06-13
475,Round Up,2024-10-05
873,Get Paid Early,2025-04-20
93,Auto Save,2024-10-03
827,Round Up,2025-03-15
847,Get Paid Early,2025-03-04
221,Round Up,2024-09-22
152,Get Paid Early,2024-09-17
729,Auto Save,2025-05-11
992,Round Up,2024-12-01
406,Get Paid Early,2025-06-23
694,Round Up,2025-05-11
267,Auto Save,2025-06-27
32,Overdraft Alerts,2024-11-28
876,Overdraft Alerts,2024-09-03
570,Auto Save,2024-12-30
97,Overdraft Alerts,2025-06-22
105,Auto Save,2024-12-11
125,Get Paid Early,2024-08-11
64,Auto Save,2025-03-14
134,Auto Save,2025-03-19
844,Overdraft Alerts,2025-02-15
382,Get Paid Early,2025-01-09
597,Round Up,2025-06-14
940,Get Paid Early,2025-06-28
23,Get Paid Early,2025-02-13
203,Overdraft Alerts,2024-11-04
829,Auto Save,2025-01-16
95,Round Up,2024-12-16
126,Get Paid Early,2025-05-18
965,Overdraft Alerts,2024-08-24
52,Auto Save,2024-08-09
947,Overdraft Alerts,2025-05-25
842,Overdraft Alerts,2024-08-30
509,Get Paid Early,2024-12-16
392,Overdraft Alerts,2025-03-03
177,Round Up,2024-10-18
220,Auto Save,2025-02-22
282,Round Up,2025-04-01
457,Auto Save,2024-11-22
36,Auto Save,2025-07-22
663,Round Up,2025-05-28
511,Overdraft Alerts,2024-08-15
904,Overdraft Alerts,2024-12-15
63,Get Paid Early,2025-02-18
287,Overdraft Alerts,2025-05-15
141,Overdraft Alerts,2025-05-08
205,Auto Save,2025-05-27
646,Get Paid Early,2025-01-23
392,Round Up,2024-08-10
492,Overdraft Alerts,2025-06-24
353,Round Up,2025-05-17
398,Round Up,2024-09-29
185,Get Paid Early,2024-08-15
327,Auto Save,2025-07-08
31,Round Up,2025-02-10
60,Overdraft Alerts,2025-07-25
543,Round Up,2025-02-11
786,Auto Save,2025-06-22
998,Auto Save,2024-10-07
103,Auto Save,2025-07-17
673,Auto Save,2024-10-31
273,Get Paid Early,2025-01-05
783,Auto Save,2024-11-25
590,Overdraft Alerts,2025-01-24
364,Auto Save,2025-08-02
181,Auto Save,2024-08-08
607,Round Up,2025-01-14
826,Round Up,2025-02-21
936,Get Paid Early,2025-03-01
721,Round Up,2024-10-04
971,Auto Save,2024-10-26
577,Auto Save,2025-01-27
857,Overdraft Alerts,2024-08-07
556,Round Up,2025-07-22
180,Overdraft Alerts,2025-04-06
39,Get Paid Early,2024-09-12
58,Auto Save,2025-04-16
617,Auto Save,2024-09-28
21,Overdraft Alerts,2025-05-23
1,Round Up,2024-11-18
940,Auto Save,2025-02-10
826,Auto Save,2024-08-15
349,Auto Save,2025-01-22
941,Round Up,2024-09-28
61,Get Paid Early,2025-04-10
152,Auto Save,2024-12-30
793,Get Paid Early,2025-02-23
867,Round Up,2025-04-25
984,Get Paid Early,2025-06-20
383,Overdraft Alerts,2025-02-28
601,Get Paid Early,2024-10-25
345,Round Up,2024-11-13
331,Auto Save,2024-11-25
1000,Auto Save,2024-09-21
750,Overdraft Alerts,2025-07-03
811,Overdraft Alerts,2025-04-14
665,Round Up,2025-02-25
179,Round Up,2025-04-10
229,Auto Save,2024-09-30
388,Round Up,2025-07-25
752,Round Up,2025-04-07
131,Auto Save,2025-04-03
747,Get Paid Early,2024-12-06
972,Overdraft Alerts,2024-12-04
872,Get Paid Early,2025-06-16
187,Round Up,2024-10-21
944,Auto Save,2024-08-30
655,Get Paid Early,2024-08-20
960,Overdraft Alerts,2024-11-08
145,Round Up,2025-02-14
764,Get Paid Early,2025-05-16
244,Round Up,2024-11-19
328,Auto Save,2025-06-23
652,Get Paid Early,2024-09-02
842,Round Up,2025-04-29
458,Get Paid Early,2024-10-15
272,Auto Save,2024-08-30
256,Get Paid Early,2024-09-25
359,Round Up,2024-10-10
806,Get Paid Early,2025-06-05
738,Get Paid Early,2025-07-29
50,Overdraft Alerts,2025-03-09
449,Overdraft Alerts,2024-12-18
993,Auto Save,2025-05-21
906,Overdraft Alerts,2025-02-26
505,Overdraft Alerts,2024-12-03
360,Overdraft Alerts,2025-05-27
104,Overdraft Alerts,2025-01-28
808,Auto Save,2024-08-31
167,Overdraft Alerts,2024-09-05
76,Get Paid Early,2025-04-30
302,Get Paid Early,2024-10-07
327,Round Up,2025-06-15
975,Get Paid Early,2025-02-07
76,Round Up,2024-08-22
175,Overdraft Alerts,2025-04-18
165,Get Paid Early,2025-01-08
561,Get Paid Early,2025-03-08
347,Overdraft Alerts,2025-05-01
722,Get Paid Early,2025-02-13
442,Auto Save,2024-09-11
622,Overdraft Alerts,2024-09-06
161,Get Paid Early,2025-07-27
104,Round Up,2025-05-18
211,Auto Save,2024-10-21
420,Round Up,2025-07-05
677,Round Up,2024-12-14
305,Auto Save,2025-01-29
99,Get Paid Early,2025-04-03
403,Overdraft Alerts,2025-05-05
158,Get Paid Early,2025-01-22
370,Get Paid Early,2024-09-03
438,Get Paid Early,2024-12-13
302,Overdraft Alerts,2024-10-26
205,Get Paid Early,2024-09-10
27,Auto Save,2025-03-12
175,Round Up,2025-03-19
84,Overdraft Alerts,2025-01-16
865,Get Paid Early,2025-08-02
316,Overdraft Alerts,2025-07-31
483,Overdraft Alerts,2025-01-03
917,Round Up,2025-03-16
94,Overdraft Alerts,2025-05-21
190,Round Up,2024-12-18
907,Overdraft Alerts,2024-11-02
379,Auto Save,2024-12-22
457,Get Paid Early,2024-09-04
270,Overdraft Alerts,2024-12-07
477,Round Up,2025-01-26
232,Round Up,2025-01-25
578,Get Paid Early,2025-05-21
155,Get Paid Early,2025-06-12
88,Round Up,2025-01-11
828,Overdraft Alerts,2025-01-14
995,Auto Save,2024-11-22
567,Get Paid Early,2025-01-03
861,Overdraft Alerts,2025-02-24
839,Overdraft Alerts,2025-01-31
989,Overdraft Alerts,2024-12-14
587,Auto Save,2024-08-23
488,Round Up,2025-02-15
81,Overdraft Alerts,2025-05-15
925,Get Paid Early,2025-06-04
515,Auto Save,2025-01-30
124,Overdraft Alerts,2025-04-05
178,Auto Save,2025-06-28
996,Auto Save,2024-10-30
828,Auto Save,2025-06-29
130,Get Paid Early,2024-09-03
434,Get Paid Early,2024-10-13
700,Overdraft Alerts,2024-10-30
207,Auto Save,2025-03-31
855,Round Up,2025-03-27
328,Get Paid Early,2025-08-05
90,Overdraft Alerts,2025-04-06
570,Overdraft Alerts,2025-01-27
566,Round Up,2024-11-21
878,Round Up,2025-04-05
533,Overdraft Alerts,2024-09-16
940,Get Paid Early,2025-03-12
806,Overdraft Alerts,2024-10-20
116,Overdraft Alerts,2025-05-06
154,Auto Save,2024-11-01
581,Get Paid Early,2024-10-22
948,Get Paid Early,2025-01-18
577,Get Paid Early,2024-12-19
805,Round Up,2024-12-14
889,Round Up,2025-02-06
899,Overdraft Alerts,2025-05-25
271,Overdraft Alerts,2025-01-02
671,Overdraft Alerts,2025-01-31
586,Overdraft Alerts,2024-12-30
39,Auto Save,2024-09-28
283,Overdraft Alerts,2025-03-17
148,Overdraft Alerts,2025-08-03
40,Overdraft Alerts,2025-06-02
911,Round Up,2024-12-13
708,Auto Save,2024-11-14
51,Overdraft Alerts,2024-11-06
943,Round Up,2025-06-15
919,Round Up,2025-02-12
21,Round Up,2024-10-07
838,Round Up,2025-05-25
319,Round Up,2025-01-22
864,Overdraft Alerts,2025-04-19
879,Get Paid Early,2024-10-12
996,Auto Save,2024-12-25
138,Round Up,2024-09-20
998,Overdraft Alerts,2025-03-24
793,Round Up,2024-09-29
276,Overdraft Alerts,2024-12-23
620,Get Paid Early,2024-08-14
193,Overdraft Alerts,2024-08-11
217,Overdraft Alerts,2024-08-31
759,Overdraft Alerts,2025-01-18
778,Round Up,2024-08-12
841,Get Paid Early,2025-06-24
528,Auto Save,2025-02-02
68,Round Up,2024-11-01
727,Overdraft Alerts,2025-06-06
139,Get Paid Early,2025-02-04
178,Auto Save,2025-03-09
897,Auto Save,2024-09-25
858,Get Paid Early,2025-02-06
256,Get Paid Early,2025-02-21
468,Get Paid Early,2025-03-17
941,Round Up,2024-12-09
722,Auto Save,2025-02-18
281,Round Up,2024-09-23
844,Overdraft Alerts,2025-03-06
518,Overdraft Alerts,2025-06-17
651,Get Paid Early,2025-07-19
698,Get Paid Early,2025-07-14
248,Round Up,2024-12-03
501,Overdraft Alerts,2024-09-26
182,Overdraft Alerts,2024-09-26
601,Round Up,2024-09-23
353,Auto Save,2025-03-20
858,Round Up,2024-10-29
767,Get Paid Early,2024-11-14
292,Get Paid Early,2024-08-13
396,Get Paid Early,2025-03-14
167,Auto Save,2025-07-02
878,Auto Save,2024-10-17
663,Auto Save,2025-03-05
694,Auto Save,2024-12-31
276,Overdraft Alerts,2025-05-05
526,Get Paid Early,2025-01-11
886,Get Paid Early,2024-09-24
486,Auto Save,2024-09-15
663,Auto Save,2025-02-02
616,Get Paid Early,2024-09-18
230,Round Up,2024-09-14
623,Round Up,2025-05-04
730,Round Up,2024-08-05
434,Overdraft Alerts,2024-10-06
873,Round Up,2025-03-01
471,Round Up,2024-08-16
224,Overdraft Alerts,2025-01-26
310,Overdraft Alerts,2025-07-17
599,Get Paid Early,2025-07-21
8,Round Up,2025-02-18
575,Round Up,2024-09-16
306,Get Paid Early,2025-01-18
494,Get Paid Early,2025-01-03
345,Round Up,2024-12-25
656,Round Up,2025-05-07
883,Round Up,2025-05-11
268,Round Up,2024-08-31
193,Auto Save,2024-10-14
530,Auto Save,2025-02-07
922,Get Paid Early,2025-04-07
825,Overdraft Alerts,2025-02-10
677,Round Up,2025-03-12
698,Auto Save,2025-02-01
739,Get Paid Early,2025-01-03
672,Overdraft Alerts,2024-08-25
303,Round Up,2025-03-05
929,Overdraft Alerts,2025-05-29
415,Overdraft Alerts,2024-10-07
755,Get Paid Early,2025-01-07
598,Auto Save,2024-11-19
352,Auto Save,2025-03-13
703,Overdraft Alerts,2025-03-20
929,Round Up,2024-10-03
520,Round Up,2024-09-02
866,Auto Save,2025-07-31
861,Auto Save,2025-02-12
301,Get Paid Early,2024-10-20
483,Auto Save,2024-11-17
759,Round Up,2025-04-01
743,Auto Save,2025-03-02
970,Round Up,2024-10-12
671,Get Paid Early,2024-12-07
228,Round Up,2025-03-01
229,Round Up,2025-02-16
431,Round Up,2025-07-12
381,Round Up,2025-02-10
600,Round Up,2024-11-18
475,Get Paid Early,2025-05-14
482,Get Paid Early,2025-07-26
888,Get Paid Early,2025-06-13
484,Auto Save,2025-07-22
513,Get Paid Early,2025-03-14
889,Overdraft Alerts,2025-05-07
543,Round Up,2024-08-22
424,Get Paid Early,2025-01-14
892,Auto Save,2024-11-08
141,Auto Save,2024-10-29
351,Overdraft Alerts,2025-01-01
584,Overdraft Alerts,2024-09-30
147,Round Up,2024-09-25
884,Auto Save,2025-02-08
798,Get Paid Early,2025-06-28
500,Round Up,2025-06-02
647,Auto Save,2024-12-24
321,Get Paid Early,2025-04-25
5,Overdraft Alerts,2024-08-07
281,Auto Save,2024-08-28
780,Auto Save,2025-04-10
591,Auto Save,2025-01-01
502,Get Paid Early,2025-03-18
133,Overdraft Alerts,2024-08-28
649,Overdraft Alerts,2025-02-12
414,Overdraft Alerts,2025-01-21
989,Overdraft Alerts,2025-01-01
393,Get Paid Early,2024-09-30
39,Auto Save,2024-11-04
749,Round Up,2024-09-14
973,Get Paid Early,2025-05-04
914,Round Up,2024-10-30
776,Auto Save,2024-10-22
19,Get Paid Early,2025-06-02
642,Auto Save,2025-04-26
232,Round Up,2025-02-09
320,Auto Save,2025-06-16
106,Overdraft Alerts,2024-12-08
516,Round Up,2025-02-09
172,Get Paid Early,2025-04-29
844,Get Paid Early,2025-05-31
306,Round Up,2025-06-27
467,Round Up,2024-11-07
445,Auto Save,2025-07-20
351,Overdraft Alerts,2025-05-08
368,Auto Save,2025-06-19
169,Overdraft Alerts,2025-01-24
20,Auto Save,2025-06-28
230,Auto Save,2024-11-06
217,Get Paid Early,2024-11-22
604,Auto Save,2025-06-14
127,Round Up,2025-07-28
729,Get Paid Early,2025-03-20
385,Round Up,2025-02-10
790,Get Paid Early,2024-12-07
609,Get Paid Early,2024-11-23
678,Get Paid Early,2024-09-10
670,Get Paid Early,2024-11-27
50,Get Paid Early,2025-06-13
427,Overdraft Alerts,2025-02-03
390,Get Paid Early,2025-06-20
561,Round Up,2025-06-26
486,Auto Save,2025-04-11
211,Get Paid Early,2024-09-22
309,Overdraft Alerts,2024-11-11
678,Get Paid Early,2025-06-21
679,Round Up,2024-09-04
638,Auto Save,2025-01-17
429,Get Paid Early,2025-03-15
524,Get Paid Early,2024-11-15
290,Get Paid Early,2024-08-05
804,Get Paid Early,2025-01-16
510,Auto Save,2025-07-02
624,Auto Save,2025-01-09
797,Round Up,2024-09-29
852,Auto Save,2025-06-26
367,Overdraft Alerts,2025-02-10
303,Auto Save,2024-09-09
41,Overdraft Alerts,2025-06-08
933,Auto Save,2025-07-23
705,Overdraft Alerts,2025-05-09
339,Auto Save,2025-01-23
3,Get Paid Early,2024-08-07
688,Get Paid Early,2024-10-14
929,Get Paid Early,2025-02-10
856,Overdraft Alerts,2025-03-30
153,Get Paid Early,2024-10-26
799,Get Paid Early,2024-12-04
741,Get Paid Early,2025-04-03
927,Round Up,2025-01-04
660,Auto Save,2025-07-03
468,Round Up,2025-03-19
271,Overdraft Alerts,2024-12-27
52,Get Paid Early,2025-06-21
833,Auto Save,2024-09-26
896,Get Paid Early,2024-10-04
873,Round Up,2025-05-12
369,Round Up,2024-10-31
437,Get Paid Early,2025-02-20
98,Get Paid Early,2025-05-28
10,Auto Save,2025-05-10
680,Auto Save,2024-10-19
337,Round Up,2025-05-01
916,Overdraft Alerts,2025-01-14
979,Round Up,2025-04-24
900,Get Paid Early,2025-02-10
382,Round Up,2024-10-28
188,Get Paid Early,2024-11-15
411,Overdraft Alerts,2024-08-20
986,Overdraft Alerts,2024-09-17
279,Overdraft Alerts,2024-12-05
707,Overdraft Alerts,2024-12-01
820,Overdraft Alerts,2024-08-21
665,Auto Save,2024-11-23
116,Auto Save,2025-02-07
713,Get Paid Early,2024-09-12
966,Auto Save,2024-09-20
107,Overdraft Alerts,2024-08-23
934,Overdraft Alerts,2025-07-02
822,Overdraft Alerts,2025-01-27
186,Overdraft Alerts,2025-05-03
798,Round Up,2025-06-06
627,Get Paid Early,2024-08-30
884,Auto Save,2024-12-18
495,Overdraft Alerts,2024-12-09
116,Overdraft Alerts,2025-02-06
452,Get Paid Early,2025-06-04
65,Round Up,2025-06-02
671,Round Up,2025-06-19
13,Auto Save,2024-12-12
979,Round Up,2024-09-08
532,Get Paid Early,2025-04-14
444,Auto Save,2024-11-27
494,Round Up,2024-09-07
680,Overdraft Alerts,2024-09-13
153,Get Paid Early,2025-02-17
12,Auto Save,2025-06-12
518,Overdraft Alerts,2025-06-29
873,Overdraft Alerts,2024-09-01
891,Auto Save,2025-07-22
77,Overdraft Alerts,2024-10-05
329,Auto Save,2025-05-27
339,Round Up,2025-01-07
52,Auto Save,2025-06-21
564,Overdraft Alerts,2024-10-17
413,Auto Save,2025-07-18
81,Overdraft Alerts,2024-08-20
455,Overdraft Alerts,2025-03-17
91,Overdraft Alerts,2025-03-09
458,Round Up,2024-09-19
122,Overdraft Alerts,2024-10-07
764,Get Paid Early,2024-10-07
106,Overdraft Alerts,2025-03-31
423,Get Paid Early,2024-08-30
571,Get Paid Early,2025-01-15
846,Get Paid Early,2025-06-03
811,Round Up,2025-06-05
912,Auto Save,2024-12-19
671,Overdraft Alerts,2025-01-24
974,Round Up,2024-10-20
373,Get Paid Early,2025-07-17
837,Auto Save,2025-06-19
865,Overdraft Alerts,2025-06-13
340,Overdraft Alerts,2024-11-25
734,Round Up,2025-06-16
734,Overdraft Alerts,2025-04-06
117,Get Paid Early,2024-09-15
778,Auto Save,2025-02-11
3,Round Up,2025-02-19
364,Round Up,2025-01-22
561,Round Up,2025-04-28
719,Get Paid Early,2025-03-11
47,Auto Save,2025-05-14
505,Auto Save,2025-01-13
842,Overdraft Alerts,2024-09-18
110,Round Up,2024-12-14
626,Auto Save,2025-04-23
193,Get Paid Early,2025-05-16
953,Overdraft Alerts,2025-06-06
221,Overdraft Alerts,2025-05-03
845,Auto Save,2025-07-27
734,Round Up,2024-12-26
111,Overdraft Alerts,2025-04-12
48,Get Paid Early,2024-10-19
791,Overdraft Alerts,2025-02-10
469,Auto Save,2024-09-07
987,Overdraft Alerts,2025-06-12
5,Get Paid Early,2025-07-27
567,Overdraft Alerts,2024-12-07
859,Overdraft Alerts,2024-11-05
947,Auto Save,2024-12-08
709,Auto Save,2025-02-26
749,Auto Save,2024-08-21
107,Overdraft Alerts,2025-05-08
674,Round Up,2025-04-17
517,Overdraft Alerts,2025-04-02
429,Auto Save,2024-10-20
281,Overdraft Alerts,2024-09-10
987,Round Up,2024-10-17
994,Round Up,2025-04-23
464,Auto Save,2024-10-10
142,Overdraft Alerts,2024-08-09
617,Round Up,2025-07-18
864,Round Up,2024-11-26
729,Auto Save,2024-12-16
206,Auto Save,2024-11-19
640,Round Up,2025-01-25
704,Round Up,2025-02-14
944,Auto Save,2025-04-07
728,Auto Save,2025-03-15
516,Round Up,2025-08-04
728,Get Paid Early,2024-10-25
780,Round Up,2024-09-08
576,Overdraft Alerts,2025-04-23
597,Overdraft Alerts,2025-01-29
691,Round Up,2025-06-27
899,Overdraft Alerts,2024-12-19
828,Get Paid Early,2024-10-23
536,Get Paid Early,2025-06-15
26,Overdraft Alerts,2024-11-29
149,Get Paid Early,2025-01-24
687,Get Paid Early,2024-12-05
205,Round Up,2024-09-19
769,Auto Save,2024-09-21
294,Round Up,2024-08-07
150,Get Paid Early,2024-08-06
708,Round Up,2025-07-24
209,Get Paid Early,2024-09-01
368,Overdraft Alerts,2025-06-11
105,Auto Save,2024-08-27
761,Overdraft Alerts,2025-05-10
244,Round Up,2025-04-07
710,Get Paid Early,2025-04-28
949,Overdraft Alerts,2025-03-23
397,Overdraft Alerts,2024-10-04
980,Round Up,2025-05-07
990,Get Paid Early,2024-08-17
14,Round Up,2025-02-02
208,Overdraft Alerts,2025-06-12
850,Auto Save,2025-07-23
934,Round Up,2025-02-21
774,Auto Save,2025-07-21
795,Auto Save,2024-08-18
302,Overdraft Alerts,2025-02-11
182,Get Paid Early,2025-07-05
192,Auto Save,2025-04-16
753,Get Paid Early,2025-06-23
387,Get Paid Early,2024-11-24
439,Round Up,2024-08-16
570,Round Up,2025-06-19
134,Auto Save,2024-09-09
599,Round Up,2025-06-26
6,Round Up,2025-01-10
478,Auto Save,2025-01-26
41,Auto Save,2024-10-09
951,Round Up,2024-08-31
612,Get Paid Early,2024-09-08
793,Round Up,2024-09-10
503,Round Up,2025-07-30
75,Round Up,2024-10-20
539,Auto Save,2024-10-20
980,Auto Save,2025-07-27
534,Get Paid Early,2024-10-19
806,Auto Save,2025-06-20
426,Overdraft Alerts,2025-05-16
95,Round Up,2025-07-31
227,Auto Save,2025-02-28
680,Round Up,2025-03-17
340,Round Up,2024-09-22
301,Auto Save,2024-10-06
974,Overdraft Alerts,2024-10-16
575,Get Paid Early,2024-11-15
118,Round Up,2024-10-24
457,Auto Save,2024-09-14
927,Auto Save,2025-01-01
982,Get Paid Early,2025-04-06
699,Round Up,2025-07-12
391,Get Paid Early,2025-01-18
396,Round Up,2024-08-22
554,Round Up,2024-12-02
26,Round Up,2025-05-16
527,Overdraft Alerts,2025-07-11
499,Get Paid Early,2024-09-30
304,Auto Save,2025-01-20
329,Get Paid Early,2024-12-01
971,Get Paid Early,2024-10-08
172,Get Paid Early,2024-12-30
642,Get Paid Early,2024-10-17
216,Auto Save,2025-06-03
886,Overdraft Alerts,2025-02-22
856,Get Paid Early,2024-11-02
211,Overdraft Alerts,2025-04-10
663,Get Paid Early,2024-10-03
765,Auto Save,2025-05-16
25,Overdraft Alerts,2025-03-18
735,Round Up,2024-12-29
39,Get Paid Early,2025-04-06
76,Get Paid Early,2025-05-27
183,Round Up,2024-12-30
572,Get Paid Early,2024-08-05
589,Auto Save,2025-03-05
933,Round Up,2025-01-31
418,Overdraft Alerts,2025-07-10
462,Overdraft Alerts,2025-03-06
444,Round Up,2025-01-10
18,Overdraft Alerts,2024-09-11
690,Get Paid Early,2025-05-17
548,Get Paid Early,2025-04-09
657,Get Paid Early,2025-03-08
775,Get Paid Early,2025-06-17
718,Get Paid Early,2025-06-20
367,Get Paid Early,2025-07-06
297,Round Up,2025-06-26
622,Get Paid Early,2025-07-06
289,Overdraft Alerts,2025-05-17
391,Overdraft Alerts,2025-05-27
842,Get Paid Early,2025-07-05
486,Auto Save,2024-12-25
547,Auto Save,2025-06-14
140,Overdraft Alerts,2025-04-23
816,Round Up,2025-06-29
984,Auto Save,2025-01-27
306,Round Up,2025-05-23
981,Get Paid Early,2025-02-14
567,Auto Save,2025-01-18
127,Get Paid Early,2025-06-20
6,Overdraft Alerts,2025-01-03
551,Get Paid Early,2025-07-26
313,Auto Save,2025-06-13
767,Round Up,2025-01-06
217,Overdraft Alerts,2024-10-02
928,Auto Save,2025-08-02
165,Auto Save,2025-04-21
227,Round Up,2025-03-25
199,Get Paid Early,2025-06-13
186,Get Paid Early,2024-11-05
872,Overdraft Alerts,2025-07-21
661,Get Paid Early,2025-08-01
298,Get Paid Early,2025-05-18
257,Get Paid Early,2025-07-14
203,Overdraft Alerts,2025-06-02
975,Round Up,2025-05-01
366,Auto Save,2025-07-16
688,Auto Save,2025-05-25
103,Round Up,2024-09-04
635,Get Paid Early,2024-09-14
922,Auto Save,2025-01-05
326,Overdraft Alerts,2025-02-04
462,Round Up,2024-12-27
632,Round Up,2024-10-21
711,Auto Save,2024-10-27
580,Round Up,2025-04-14
828,Round Up,2024-09-23
982,Overdraft Alerts,2024-10-10
173,Get Paid Early,2024-11-09
321,Auto Save,2025-06-19
805,Auto Save,2025-07-28
730,Overdraft Alerts,2024-09-13
284,Round Up,2025-06-24
138,Round Up,2025-06-21
899,Overdraft Alerts,2024-08-22
474,Overdraft Alerts,2025-05-07
368,Round Up,2024-11-20
499,Get Paid Early,2025-07-23
180,Get Paid Early,2025-02-06
862,Round Up,2025-06-27
880,Auto Save,2025-07-10
913,Auto Save,2024-09-18
270,Get Paid Early,2025-06-04
745,Get Paid Early,2025-02-07
914,Get Paid Early,2025-07-24
870,Get Paid Early,2025-06-26
833,Overdraft Alerts,2025-01-28
788,Auto Save,2024-11-17
929,Get Paid Early,2025-04-13
565,Round Up,2025-01-19
557,Overdraft Alerts,2025-02-16
670,Auto Save,2025-04-27
375,Overdraft Alerts,2024-12-11
229,Round Up,2024-11-17
138,Overdraft Alerts,2024-08-19
514,Get Paid Early,2024-11-10
407,Round Up,2025-06-02
515,Get Paid Early,2025-01-27
679,Auto Save,2025-03-23
869,Auto Save,2024-08-22
776,Auto Save,2025-01-06
457,Auto Save,2025-06-12
184,Auto Save,2024-10-04
754,Overdraft Alerts,2025-05-15
962,Round Up,2025-02-20
42,Auto Save,2025-02-24
780,Overdraft Alerts,2025-01-18
238,Get Paid Early,2025-03-16
271,Round Up,2024-12-13
240,Get Paid Early,2024-09-26
685,Auto Save,2024-11-19
531,Round Up,2025-01-11
398,Overdraft Alerts,2024-11-24
940,Overdraft Alerts,2025-07-15
903,Get Paid Early,2025-05-08
41,Round Up,2025-05-26
